sessionDate,seasonName,metric,category,value,player_id
2023-07-08,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-08,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-08,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-08,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-08,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-08,2023/2024,soreness_baseline_completeness,soreness,0.2105263157894736,1
2023-07-08,2023/2024,soreness_baseline_composite,soreness,0.0,1
2023-07-08,2023/2024,subjective_baseline_completeness,subjective,0.1052631578947368,1
2023-07-08,2023/2024,subjective_baseline_composite,subjective,0.0,1
2023-07-09,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-09,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-09,2023/2024,emboss_baseline_score,total,0.0015277907458670615,1
2023-07-09,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-09,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-09,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-09,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-09,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-09,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-09,2023/2024,soreness_baseline_completeness,soreness,0.0,1
2023-07-09,2023/2024,soreness_baseline_composite,soreness,-0.09986674987121212,1
2023-07-09,2023/2024,subjective_baseline_completeness,subjective,0.0,1
2023-07-09,2023/2024,subjective_baseline_composite,subjective,0.030064673213957796,1
2023-07-10,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-10,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-10,2023/2024,emboss_baseline_score,total,0.1966666666666666,1
2023-07-10,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-10,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-10,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-10,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-10,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-10,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-10,2023/2024,soreness_baseline_completeness,soreness,0.032258065,1
2023-07-10,2023/2024,soreness_baseline_composite,soreness,0.0,1
2023-07-10,2023/2024,subjective_baseline_completeness,subjective,0.064516129,1
2023-07-10,2023/2024,subjective_baseline_composite,subjective,0.1966666666666666,1
2023-07-11,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-11,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-11,2023/2024,emboss_baseline_score,total,0.0,1
2023-07-11,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-11,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-11,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-11,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-11,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-11,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-11,2023/2024,soreness_baseline_completeness,soreness,0.032258065,1
2023-07-11,2023/2024,soreness_baseline_composite,soreness,0.0,1
2023-07-11,2023/2024,subjective_baseline_completeness,subjective,0.053763441,1
2023-07-11,2023/2024,subjective_baseline_composite,subjective,0.0,1
2023-07-12,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-12,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-12,2023/2024,emboss_baseline_score,total,0.1428571428571428,1
2023-07-12,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-12,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-12,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-12,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-12,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-12,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-12,2023/2024,soreness_baseline_completeness,soreness,0.064516129,1
2023-07-12,2023/2024,soreness_baseline_composite,soreness,0.0,1
2023-07-12,2023/2024,subjective_baseline_completeness,subjective,0.075268817,1
2023-07-12,2023/2024,subjective_baseline_composite,subjective,0.1428571428571428,1
2023-07-13,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-13,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-13,2023/2024,emboss_baseline_score,total,0.0,1
2023-07-13,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-13,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-13,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-13,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-13,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-13,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-13,2023/2024,soreness_baseline_completeness,soreness,0.1129032258064516,1
2023-07-13,2023/2024,soreness_baseline_composite,soreness,0.0,1
2023-07-13,2023/2024,subjective_baseline_completeness,subjective,0.086021505,1
2023-07-13,2023/2024,subjective_baseline_composite,subjective,0.0,1
2023-07-14,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-14,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-14,2023/2024,emboss_baseline_score,total,0.0349999999999999,1
2023-07-14,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-14,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-14,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-14,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-14,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-14,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-14,2023/2024,soreness_baseline_completeness,soreness,0.032258065,1
2023-07-14,2023/2024,soreness_baseline_composite,soreness,0.0,1
2023-07-14,2023/2024,subjective_baseline_completeness,subjective,0.064516129,1
2023-07-14,2023/2024,subjective_baseline_composite,subjective,0.0349999999999999,1
2023-07-15,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-15,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-15,2023/2024,emboss_baseline_score,total,-0.09875,1
2023-07-15,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-15,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-15,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-15,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-15,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-15,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-15,2023/2024,soreness_baseline_completeness,soreness,0.032258065,1
2023-07-15,2023/2024,soreness_baseline_composite,soreness,0.0,1
2023-07-15,2023/2024,subjective_baseline_completeness,subjective,0.086021505,1
2023-07-15,2023/2024,subjective_baseline_composite,subjective,-0.09875,1
2023-07-16,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-16,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-16,2023/2024,emboss_baseline_score,total,0.0015277907458670615,1
2023-07-16,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-16,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-16,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-16,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-16,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-16,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-16,2023/2024,soreness_baseline_completeness,soreness,0.0,1
2023-07-16,2023/2024,soreness_baseline_composite,soreness,-0.09986674987121212,1
2023-07-16,2023/2024,subjective_baseline_completeness,subjective,0.0,1
2023-07-16,2023/2024,subjective_baseline_composite,subjective,0.030064673213957796,1
2023-07-17,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-17,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-17,2023/2024,emboss_baseline_score,total,0.0,1
2023-07-17,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-17,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-17,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-17,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-17,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-17,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-17,2023/2024,soreness_baseline_completeness,soreness,0.064516129,1
2023-07-17,2023/2024,soreness_baseline_composite,soreness,0.0,1
2023-07-17,2023/2024,subjective_baseline_completeness,subjective,0.1075268817204301,1
2023-07-17,2023/2024,subjective_baseline_composite,subjective,0.0,1
2023-07-18,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-18,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-18,2023/2024,emboss_baseline_score,total,-0.063888889,1
2023-07-18,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-18,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-18,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-18,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-18,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-18,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-18,2023/2024,soreness_baseline_completeness,soreness,0.032258065,1
2023-07-18,2023/2024,soreness_baseline_composite,soreness,0.19,1
2023-07-18,2023/2024,subjective_baseline_completeness,subjective,0.096774194,1
2023-07-18,2023/2024,subjective_baseline_composite,subjective,-0.074444444,1
2023-07-19,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-19,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-19,2023/2024,emboss_baseline_score,total,0.0,1
2023-07-19,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-19,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-19,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-19,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-19,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-19,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-19,2023/2024,soreness_baseline_completeness,soreness,0.0,1
2023-07-19,2023/2024,soreness_baseline_composite,soreness,-0.09986674987121212,1
2023-07-19,2023/2024,subjective_baseline_completeness,subjective,0.064516129,1
2023-07-19,2023/2024,subjective_baseline_composite,subjective,0.0,1
2023-07-20,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-20,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-20,2023/2024,emboss_baseline_score,total,-0.003125,1
2023-07-20,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-20,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-20,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-20,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-20,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-20,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-20,2023/2024,soreness_baseline_completeness,soreness,0.032258065,1
2023-07-20,2023/2024,soreness_baseline_composite,soreness,-0.05,1
2023-07-20,2023/2024,subjective_baseline_completeness,subjective,0.086021505,1
2023-07-20,2023/2024,subjective_baseline_composite,subjective,0.0,1
2023-07-21,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-21,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-21,2023/2024,emboss_baseline_score,total,-0.013333333,1
2023-07-21,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-21,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-21,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-21,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-21,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-21,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-21,2023/2024,soreness_baseline_completeness,soreness,0.2105263157894736,1
2023-07-21,2023/2024,soreness_baseline_composite,soreness,-0.05,1
2023-07-21,2023/2024,subjective_baseline_completeness,subjective,0.131578947368421,1
2023-07-21,2023/2024,subjective_baseline_composite,subjective,0.0,1
2023-07-22,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-22,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-22,2023/2024,emboss_baseline_score,total,0.0,1
2023-07-22,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-22,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-22,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-22,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-22,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-22,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-22,2023/2024,soreness_baseline_completeness,soreness,0.0,1
2023-07-22,2023/2024,soreness_baseline_composite,soreness,-0.09986674987121212,1
2023-07-22,2023/2024,subjective_baseline_completeness,subjective,0.053763441,1
2023-07-22,2023/2024,subjective_baseline_composite,subjective,0.0,1
2023-07-23,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-23,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-23,2023/2024,emboss_baseline_score,total,0.0015277907458670615,1
2023-07-23,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-23,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-23,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-23,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-23,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-23,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-23,2023/2024,soreness_baseline_completeness,soreness,0.0,1
2023-07-23,2023/2024,soreness_baseline_composite,soreness,-0.09986674987121212,1
2023-07-23,2023/2024,subjective_baseline_completeness,subjective,0.0,1
2023-07-23,2023/2024,subjective_baseline_composite,subjective,0.030064673213957796,1
2023-07-24,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-24,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-24,2023/2024,emboss_baseline_score,total,0.0,1
2023-07-24,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-24,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-24,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-24,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-24,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-24,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-24,2023/2024,soreness_baseline_completeness,soreness,0.0,1
2023-07-24,2023/2024,soreness_baseline_composite,soreness,-0.09986674987121212,1
2023-07-24,2023/2024,subjective_baseline_completeness,subjective,0.086021505,1
2023-07-24,2023/2024,subjective_baseline_composite,subjective,0.0,1
2023-07-25,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-25,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-25,2023/2024,emboss_baseline_score,total,0.0,1
2023-07-25,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-25,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-25,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-25,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-25,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-25,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-25,2023/2024,soreness_baseline_completeness,soreness,0.032258065,1
2023-07-25,2023/2024,soreness_baseline_composite,soreness,0.0,1
2023-07-25,2023/2024,subjective_baseline_completeness,subjective,0.053763441,1
2023-07-25,2023/2024,subjective_baseline_composite,subjective,0.0,1
2023-07-26,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-26,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-26,2023/2024,emboss_baseline_score,total,-0.03,1
2023-07-26,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-26,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-26,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-26,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-26,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-26,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-26,2023/2024,soreness_baseline_completeness,soreness,0.0161290322580645,1
2023-07-26,2023/2024,soreness_baseline_composite,soreness,0.0,1
2023-07-26,2023/2024,subjective_baseline_completeness,subjective,0.075268817,1
2023-07-26,2023/2024,subjective_baseline_composite,subjective,-0.03,1
2023-07-27,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-27,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-27,2023/2024,emboss_baseline_score,total,-0.02,1
2023-07-27,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-27,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-27,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-27,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-27,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-27,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-27,2023/2024,soreness_baseline_completeness,soreness,0.032258065,1
2023-07-27,2023/2024,soreness_baseline_composite,soreness,0.05,1
2023-07-27,2023/2024,subjective_baseline_completeness,subjective,0.075268817,1
2023-07-27,2023/2024,subjective_baseline_composite,subjective,-0.047142857,1
2023-07-28,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-28,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
2023-07-28,2023/2024,emboss_baseline_score,total,-0.112857143,1
2023-07-28,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
2023-07-28,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.17836828179727093,1
2023-07-28,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
2023-07-28,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.04309025469767443,1
2023-07-28,2023/2024,sleep_baseline_completeness,sleep,0.0,1
2023-07-28,2023/2024,sleep_baseline_composite,sleep,-0.0732859895276177,1
2023-07-28,2023/2024,soreness_baseline_completeness,soreness,0.0,1
2023-07-28,2023/2024,soreness_baseline_composite,soreness,-0.09986674987121212,1
2023-07-28,2023/2024,subjective_baseline_completeness,subjective,0.075268817,1
2023-07-28,2023/2024,subjective_baseline_composite,subjective,-0.112857143,1
2023-07-29,2023/2024,bio_baseline_completeness,bio,0.0,1
2023-07-29,2023/2024,bio_baseline_composite,bio,-0.053742958186356896,1
